,city,date_posted,description,employer,type,industry,job_search_key,locality,title,url
762,Sydney,2017-09-11T07:00:54Z,"  Tier 1 Financial Bank is seeking an experienced Market Data Analyst for a contract opportunity. As part of a commodities remediation project, we are seeking a candidate with very strong technical skills.

You must have:
5+ years of experience working in Financial markets with direct exposure to technology platforms
Market Data experience - Bloomberg, Reuters, Markit, Super Derivatives, ICE Data, etc. (highly desirable)
Proven hands-on experience in using Oracle 11g Database 
Undergraduate in a numerical discipline or business related discipline with significant numerical component
Strong SQL skills dealing with Big Data historical data sets
Good understanding of Desktop applications, Oracle tables and schemas 
Robust Communication and project management skills, liaising with Commodities project team and vendors and technical support teams
Preferred:
Post-graduate qualifications in a business discipline or professional designation in CFA, GARP, PRM 
Click the ""Apply"" button below or contact Karthik on (02) 8227 4510 for a confidential discussion.",Infopeople,Contract/Temp,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",Market Data Analyst - Tier 1 Bank - Market Rates Business,https://www.seek.com.au/job/34376246
763,Sydney,2017-09-11T23:27:01Z,"Test & Data Analyst (Information Management)
We are the technology leaders in financial services
You are an exceptional data oriented Test Analyst with large enterprise experience
We can provide cutting edge technology platforms and the autonomy you need to shine
At CommBank, we never lose sight of the role we play in other people's financial wellbeing and each of us is dedicated to offering outstanding service, excellent advice and intuitive solutions to help our customers manage their finances in the ways they want to.
No matter where you are employed within the Group, your initiative, ideas and energy all contribute to the impact that we can make with our work.
In 2016 we were named Australia's third most innovative company and the highest ranking financial services business in the 2016 Australian Financial Review Most Innovative Companies list.
The Business Unit
Enterprise Services (ES) is responsible for the world leading application of technology and operations across every aspect of CommBank, from innovative product platforms for our customers to essential tools within our business. We also use technology to drive efficient and timely processing, an essential component of great customer service.
CommBank is recognised as leading the industry in IT and operations with its world-class platforms and processes, agile IT infrastructure, and innovation in everything from payments to internet banking and mobile apps.
The Team
The CommSec Information Management & Strategy (IM&S) team was established 5 years ago to provide a dedicated focus on data and information management within CommSec, to support the core strategic goal of growing the business through true data driven analysis and insights. The team works in partnership with the CommSec Customer Insights & Analytics team as well as other relevant teams within the CommSec Business, Finance and ES, to assess, define and deliver the current and future-state capability and information operating model
The Opportunity
As Test & Data Analyst you will be responsible for Supporting the CommSec Business’s current and future information requirements by gathering and analysing business requirements, providing end to end data analysis capabilities including quality assurance and testing, in order to deliver innovative BI and analytics solutions
You will be supporting and driving enhancement of CommSec’s Information systems and applications, to ensure service availability and functionality meets business unit requirements. You will provide advanced analysis of CommSec operational & analytical data and systems in order to provide the business with critical information to support operational and strategic decision making
Your Core responsibilities will include:
Perform advanced analysis of CommSec data and systems to provide the business with critical information to support operational and strategic decisions
Coordinate standardization of definitions, business rules, and business usage for critical data elements, attributes, metadata, list of values and reference data, working with department data stewards and data custodians
Recommend changes to processes and systems, with measurable business benefits, based on current and future customer needs
Identify, document, and manage data quality issues and/or improvement opportunities. Define appropriate metrics to measure the quality of the data in terms of fit for use Manage relationships with internal/external suppliers, where required
Ensure effective change management and capacity management processes are in place
Ensure bank methodologies and processes are embraced
Participation in and contribution to team culture, productivity uplift and continuous improvement
The Requirements
In order to apply for this varied and rewarding role offering significant career progression opportunities, applicants will need to demonstrate a successful track record in a similar position within large / complex environment and have the following skills and experience
Significant data, information management, BI or Analytics experience-
Experience in delivering data management solutions and services to ensure appropriate use of data
Implement and maintain enterprise-wide data governance policies and procedures
Demonstrated delivery experience as Test or Data Analyst in high complexity environment
Delivered compliance (risk/operational/fraud/remediation) type projects and investigations
Sound level of proficiency in key capabilities – IT SDLC processes, Agile delivery, written documentation/specification skills
Experience in/exposure to Banking Operational environments
Experience in IT or business consulting
Ability to engage and interact effectively with business stakeholders
Ability to deliver convincing presentations that provide insight and generate consensus and buy-in
Demonstrated understanding of team dynamics and a desire to improve team effectiveness
Advanced SQL Server experience and skills
Desirable:
CommSec/Broking product and/or operational knowledge and experience
Banking knowledge/experience
Enterprise Data Warehouse (GDW) experience (Teradata)
Exposure in Data Mining or Data Science related analytics
Exposure in Cloud analytic technologies (HD Insight / Hadoop)
Experience in working with offshore resources
What now:
This is a highly rewarding, career minded opportunity that will lead you on to great things. With a supportive management structure and a fantastic work / life balance, the CBA will, in return for your skills and passion, offer you a challenging, varied and enjoyable opportunity and the autonomy to shine. If you live the values and demonstrate the people capabilities we can offer great opportunities. Whether you want to move across the organisation or up into a leadership role, the way you live the values and demonstrate the people capabilities are key. If you are seeking a new challenge, then please don't delay and apply now.
We are committed to building a respectful and inclusive workplace, appointing the best person for the role, supporting diversity across all areas. All information will be held in the strictest of confidence.",Commonwealth Bank - Enterprise Services,Full Time,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",Test & Data Analyst - Information Management,https://www.seek.com.au/job/34379625
764,Sydney,2017-09-11T04:05:17Z,"Looking for Senior IT Business Analyst/Data Analyst | 6 months contract | Sydney, NSW
  Key Responsibilities:
  Knowledge and skills sets associated with data analysis, data modelling, data profiling, cleansing and migration activities is essential.
Experience working as an IT Business analyst/Data analyst in a project team, in a dynamic project/program environment.
Excellent application of analytical and problem solving skills in IT systems and IT delivery.
Experience in working with external vendors to implement, configure and deploy commercial off the shelf systems is highly desirable.
Excellent knowledge of or the ability to quickly acquire knowledge of technologies such as SAS, Java, Siebel/Oracle fusion DB2, Cognos and Data Warehouse is desirable.
  To find out more about this fantastic opportunity and get the full job description, APPLY NOW and then call Amar Warpe at Clicks IT Recruitment on (02) 9200 4451.",Clicks IT Recruitment,Contract/Temp,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",Senior IT Business Analyst/Data Analyst,https://www.seek.com.au/job/34373096
765,Sydney,2017-09-12T00:20:54Z,"This is an exciting project where a changing regulatory environment has driven the need for more robust management of client data, which will in turn drive the commercial success of the business. 
You will be working in a dedicated Analytics team developing new data sets through the complex extraction and manipulation (SQL) of the relevant data from the group systems (Teradata) and it's analysis using SAS.
You will work directly with the business and product teams to define the client base with the customers experience and satisfaction being at the centre of all decision making.
To be considered for this role you will need:
Advanced knowledge of SAS and SQL (data extraction and manipulation)
Experience with relational database such as Teradata and SQL Server 
A critical thinker with an eye for detail
Ability to work to tight deadlines and short turnaround times
Experience within banking products highly desirable
Ability to elicit requirements from a various stakeholders and to distinguish between requests and underlying needs
Ability to work with large and complex data from a variety of sources across numerous database platforms.
If you're interested in being considered for this newly establish and growing team, please send your resume to jeremy.taylor@tomexecutive.com for consideration.",T+O+M Executive,Full Time,Banking & Financial Services,data-analyst,"CBD, Inner West & Eastern Suburbs",Customer Data Analyst - Analytics,https://www.seek.com.au/job/34380456
766,Sydney,2017-09-11T23:27:38Z,"Long Term Contract (12 MONTHS )
CBD based
Project work
$600 - $630 inc super
Our client is undergoing major strategic transformation to enhance IT capability.
As a Business Intelligent analyst you will be involved in the design and implementation of BI.
Building a data warehouse and working across a number of their business units
The Business Intelligent Analyst must have a 5- 7 years experience in data analysis and BI /Data warehouse ideally in financial services
Strong problem solving skills, both verbal / written communication skills
Advanced SQL coding skills across a variety databases
Knowledge of BI tools and information modelling
Extensive use experience in data warehouse tools or similar data investigation products
This is a long term contract opportunity working on mainly project work and some BAU.
  To apply for this role, please provide your resume in our preferred Word or PDF format no larger than 1MB and quote Job Reference: 15764.
For any queries regarding this or other roles, please phone Helen Aprim on 02 9248 6807.
Thank you for your interest and we will be in touch with those candidates
that meet the position requirements and are an Australian Resident.
People from a diverse background are welcome to apply.
For a full listing of positions please visit www.illuminatesearch.com.au
  illuminate search & consulting
Level 10, 50 Margaret St, Sydney NSW 2000
Phone: 02 9248 6807",Illuminate Search & Consulting,Contract/Temp,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",Data Analyst,https://www.seek.com.au/job/34379641
767,Sydney,2017-09-11T00:52:47Z,"This position provides input into the oversight of the end-to-end data submission process. The successful candidate will be working closely with various stakeholders to manage the incoming hospital activity/cost data submission system and process in the new ICT system. The position will also provide technical support to the ABF collection covering data acquisitions, analysis, monitoring, validating, information security, and reporting for internal and external stakeholders.
  For further information and to submit an application please refer to Department of Health
Applications close Monday 25 September 2017, 11:30pm AEST.",Independent Hospital Pricing Authority,Full Time,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",ABF Data Analyst – APS Level 6,https://www.seek.com.au/job/34369795
768,Sydney,2017-09-11T01:57:45Z,"QBE is one of the top 25 worldwide insurers and are recognised as a leader in our field with a strong and established reputation.  We place great value and respect on people and personal growth.
We currently have an exciting opportunity for an experienced analyst to join our Lenders Mortgage Insurance business, located in Park Street.
As a Data Analyst within LMI, you will be required to support the work of the Portfolio Management team to analyse and identify risks and opportunities within the business and to support pricing and capital management activities.
We are looking for a positive, self-motivated and driven individual, who is looking to further develop their career and who can work in a fast paced environment and meet important deadlines.
The key responsibilities for this role include the following, but not limited to: 
Utilising SAS/SQL skills to extract data from relevant systems which will be used for further analysis subject to data integrity controls
Analyse internal data and external market information to develop quality portfolio management information metrics, including concentration risks and provide recommendations on risk settings
Work with other team members to support the business via running internal pricing models
Support the pricing due diligence and processing of bulk portfolio insurance transactions
Support the development and maintenance of capital modelling and capital management activities.
Liaise with senior management across LMI and QBE group stakeholders.
The key skills and attributes required for this role include the following: 
A degree in business or related discipline is preferred
Previous experience in an analyst position, ideally within the finance sector
Analytical skills, ideally related to data analytics
SAS and/or SQL skills and experience are highly desirable
Strong Excel skills are essential, ideally with some exposure to building models
Strong communication skills and a level of business acumen are essential
Ability to work in a fast paced, pressurised environment with the ability to meet deadlines
A willingness and desire to learn, with a proactive approach and a high level of attention to detail
This is a superb development opportunity to pursue your career within a forward-thinking and passionate business.
QBE recognises and supports a range of flexible work arrangements to promote a better family/life/work balance.
Applicants will be required to provide evidence of their eligibility to work in Australia, and at a minimum be required to undertake police and basic credit checks as a condition of employment.
 ",QBE,Full Time,Banking & Financial Services,data-analyst,"CBD, Inner West & Eastern Suburbs",Data Analyst,https://www.seek.com.au/job/34266355
769,Sydney,2017-09-11T07:09:49Z,"About the business and the role
My client is a well known international company who is a market leader in their field. They have a very strong analytical function that is looking to expand. This opportunity is a great way in progressing in your career. 
Job tasks and responsibilities
Need the ability to work with unstructured and rapidly changing environment
Need to have good communication skills and the ability to deal with stakeholders.
Optimise programmatic bidding floor pricing to increase media yield and revenue. 
Analyse data sets to gain a deeper insight into trends or customer behaviour.
Skills and experience
Experience with Google Analytics or Adobe Analytics
Exposure to Tableau, Qlik or Power BI
SQL Skills
Experience with DoubleClick for Publishers
Exposure to Teradata looked upon favourably 
Experience with R or Python for deep learning
Experience within web/online analytics is a must
Degree in Mathematics, Statistics, Engineering ",Motion Recruitment,Full Time,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",Data Analyst - Digital,https://www.seek.com.au/job/34376452
770,Sydney,2017-09-10T12:00:43Z,"About the Employer
Our client is a reputable and innovative risk and data analytics products company, working with customers to manage enterprise risks. This RegTech company measures risk and turns data into action; by analysing risk and making better decisions for their customers, shareholders, employees and the community. Nationally owned with a successful track record of product development and customer satisfaction. Each member of the team brings unique skills and experience in business knowledge technology, product development and innovation.
  
About the Role
Our client is seeking a Data Analyst with expertise in Wealth Management, the ideal candidate will work in the product development team with customer product applications. You will be working with the product owner to plan, create and execute at each stage of the product life-cycle implementing the lean and agile principles.
The successful candidate must have a Degree in Computer Science/Business or equivalent with the ability to hit the ground running, by demonstrating practical analytical experience in wealth management/superannuation.
  
Key responsibilities will include:
Review and analyse relevant wealth sector regulations
Formulate data analysis metrics to monitor relevant regulations
Write SQL to extract, clean and transform data
Design and configure visualisations to represent data findings
Make observations of the unmet needs of customers through data analysis, interviews or workshops
Use customer findings to iterate through prototypes of product features/ideas and demonstrate these to the product development team.
To be successful for this role you must have the following:
5+ years’ experience in a similar role
Bachelor of Computer Science/Business or equivalent
Proficient data analysis skills
Experience in Wealth Management/Superannuation
Excellent SQL Server Skills
Experience with business analysis
Excellent communication skills
Stakeholder management skills
Statistical analysis preferred
Pre-sales experience desired
Cloud services desired
A commitment to best practice and continuous improvement
This offer a great opportunity, centrally located close to public transport, offering a competitive salary package and a friendly work environment that appreciates your input. If you are willing to roll up your sleeves, perform your utmost best and get the job done this could be an excellent opportunity for you. 
  
Please forward your cover letter and resume in WORD format.
  
Please note only candidates that meet our client’s selection criteria will be contacted.
  
Job ID: WSDA01",The Recruitment Alternative,Full Time,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",Data Analyst - Wealth Management,https://www.seek.com.au/job/34367731
771,Sydney,2017-09-08T03:40:18Z,"Finite is looking for a Senior IT Data Analyst with business analysis capabilities to join a large government team involved in corporate governance.
The Senior IT Data Analyst will work closely with the Senior Project Manager and project team (including vendor resources), business and IT Subject Matter Experts (SMEs), Architects and Business Analysts
Banking and Finance background required
Location : CBD, Sydney NSW
6 months contract
Experience Required
Minimum of five years in an IT Business Analyst/Data Analyst position working on reporting and data analytics
Knowledge and skills sets associated with data analysis, data modelling, data profiling, cleansing and migration activities is essential.
Proven experience working as an IT Business analyst/Data analyst in a project team, in a dynamic project/program environment.
Excellent application of analytical and problem solving skills in IT systems and IT delivery.
Experience in working with external vendors to implement, configure and deploy commercial off the shelf systems is highly desirable.
Excellent knowledge of or the ability to quickly acquire knowledge of technologies such as SAS, Java, Siebel/Oracle fusion DB2, Cognos and Data Warehouse is desirable.
Role Responsibilities
Working closely with the Lead Data Business Analyst and Data Architects, and wider project team members to analyse data and reporting from existing data warehouse.
Complete as-is and to-be analysis for the decommissioning of the legacy data warehouse
Complete relevant gap analysis based on as-is and to-be environments
Document the data interfaces (including transformation logic) between legacy systems to ensure data access, integration, integrity and security requirements for the project are met
Liaise and work with business stakeholders to complete business requirements documentation and achieve agreement and sign off
Assist in the planning, coordination, execution and testing of data migration activities from legacy data warehouse
Support System and Integration Testing as well as User Acceptance Testing as required during test planning and
execution.
Does the above role sound like you, Apply with us (JobCode S67!)",Finite IT Recruitment Solutions,Contract/Temp,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",Senior IT Data Analyst,https://www.seek.com.au/job/34358139
772,Sydney,2017-09-08T02:02:47Z,"Our client, an Australian Government body is seeking a Senior IT Data Analyst's role to assist in the management of analysis tasks required to bring Data Driven projects to successful completion. This is a 6 month contract based Sydney CBD.

Australian Citizenship is required for this role as it requires a successful National Security clearance.
  
The primary focus of this role includes but not limited to: high level and detailed requirements elicitation, analysis and management, enterprise analysis and modelling, solution assessment and validation, functional and non-functional requirements elicitation and analysis. Also translation of business requirements to functional and non-functional requirements. The Senior IT Data Analyst will work closely with the Senior Project Manager and project team (including vendor resources), business and IT Subject Matter Experts (SMEs), Architects and Business Analysts.
  
Experience/ Technical Skills Required:
▪ An ability to quickly develop a detailed knowledge of organisation's application, infrastructure and test environment.
▪ Business Acumen, Issue Resolution, and Critical Thinking.
▪ Knowledge and skills sets associated with data analysis, data modelling, data profiling, cleansing and migration activities is essential.
▪ Proven experience working as an IT Business analyst/Data analyst in a project team, in a dynamic project/program environment.
▪ Excellent application of analytical and problem solving skills in IT systems and IT delivery.
▪ Experience in working with external vendors to implement, configure and deploy commercial off the shelf systems is highly desirable.
▪ Excellent knowledge of or the ability to quickly acquire knowledge of technologies such as SAS, Java, Siebel/Oracle fusion DB2, Cognos and Data Warehouse is desirable.
▪ Strong understanding of, or the ability to quickly develop an understanding of the organisation's role, strategic priorities and processes, including the organisation’s administrative and legislative framework. ▪ Experience gained in the markets and/or financial sector is desirable.
▪ Good knowledge in developing data mapping rules, implementing and testing these rules in solutions
  
APPLY FOR MORE DETAILS!",Dynamo Recruitment,Contract/Temp,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",SENIOR IT DATA ANALYST/ BUSINESS ANALYST,https://www.seek.com.au/job/34356796
773,Sydney,2017-09-08T01:39:09Z,"BUSINESS ANALYST/ DATA ANALYST/ BANKING/ FINANCIAL
Leading government client based in the CBD is looking for a Business Analyst - (Data Analyst). 6 Months contract + Extension. Australian Citizen only.
 
ABOUT THE ROLE
 
The Senior IT Data Analyst's/ Business Analyst role is to take key responsibility for the variety of analysis tasks required to bring Data Driven projects to successful completion. This includes but not limited to high level and detailed requirements elicitation, analysis and management, enterprise analysis and modelling, solution assessment and validation, functional and non-functional requirements elicitation and analysis. Also translation of business requirements to functional and non-functional requirements.

The Senior IT Data Analyst will work closely with the Senior Project Manager and project team (including vendor resources), business and IT Subject Matter Experts (SMEs), Architects and Business Analysts.
 
As a Business Analyst/ Data Analyst, you will be responsible for the below mentioned:
 
Working closely with the Lead Data Business Analyst and Data Architects, and wider project team members to analyse data and reporting from existing data warehouse.
Complete as-is and to-be analysis for the decommissioning of the legacy data warehouse.
Complete relevant gap analysis based on as-is and to-be environments.
Document the data interfaces (including transformation logic) between legacy systems to ensure data access, integration, integrity and security requirements for the project are met.
Liaise and work with business stakeholders to complete business requirements documentation and achieve agreement and sign off.
Assist in the planning, coordination, execution and testing of data migration activities from legacy data warehouse
Support System and Integration Testing as well as User Acceptance Testing as required during test planning and execution.
To be successful for the role, you will have experience with the below mentioned:
Minimum of five years in an IT Business Analyst/Data Analyst position working on reporting and data analytics
Knowledge and skills sets associated with data analysis, data modelling, data profiling, cleansing and migration activities is essential.
Proven experience working as an IT Business analyst/Data analyst in a project team, in a dynamic project/program environment.
Excellent knowledge of or the ability to quickly acquire knowledge of technologies such as SAS, Java, Siebel/Oracle fusion DB2, Cognos and Data Warehouse is desirable.
Good knowledge in developing data mapping rules, implementing and testing these rules in solutions.
To be successful for the role, you will have experience with the below mentioned. For further queries, please call Kartik @  9249 8033
BUSINESS ANALYST/ DATA ANALYST/ BANKING/ FINANCIAL
 
 ",Greythorn,Contract/Temp,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",Business Analyst - Data Analyst,https://www.seek.com.au/job/34356392
774,Sydney,2017-09-07T08:00:28Z,"Our client is an Australian market leader in the supply of Data Science & Data Analytics based services to Financial Service, Telecommunications, Retail and Utility sectors. They boast the industry' most comprehensive consumer 'Big Data' asset which they leverage to develop a broad range of Customer, Marketing and Credit Risk driven analytics solutions. Employing hundreds of the industry's brightest Analysts they offer a hot bed for innovation and guarantee unparalleled opportunities for career progression.   
 
As a result of the ongoing success of the business a CONTRACT position has been created for an experienced SQL Customer Data Analyst to join the team and support the delivery of a range of complex customer data driven solutions. As an SQL Customer Data Analyst the core responsibilities of your role will cover, but will not be limited to: 
Engaging with key stakeholders across the business to understand and consult around analytical project requirements, negotiating timelines against deliverables to ensure workable outcomes.
Leveraging strong SQL Data Management skills to extract, manipulate and merge large volumes customer data from a variety of complex data sources. Delivering against ongoing requests from the business for timely and accurate SQL data sets to support strategic initiatives.  
Providing analysis and insights throughout the project pipeline leveraging techniques that may include; pre campaign analysis, experimental design, control group creation, test and learn, next best action analysis, control group testing, ROI analysis, post campaign reviews, dashboards and reports etc     
Support, mentor and QA the work of junior members of the team to ensure a positive work environment and analyst development plans are maintained.  
The successful applicant will come with strong experience working in a complex consumer data driven environment, where managing and manipulating complex SQL data sets has been a key focus. You will be able to demonstrate:  
Strong technical skills and experience (3yrs+) using SQL, SAS or R to extract, manipulate and merge large volumes of customer behavioral or transactional data from a variety of source systems (e.g. SQL Teradata, Oracle SQL, SQL Server, MYSQL, SAS Base or R) 
At least two years' experience working in a commercial environment with large volumes of SQL data focusing on marketing campaigns, customer insights, risk reporting/analysis etc 
Educated to a minimum of degree level in a highly analytical discipline such as - Mathematics, Statistics, Econometrics, Actuarial Studies, Data Science, Computer Science etc. 
An understanding or appreciation of the Data Analytics / Data Science employment landscape and analytical concepts such as; Marketing Campaign Analytics, Customer Insights Analysis, Customer Propensity Modeling (Churn / Acquisition / Cross Sell / Up Sell), Segmentation Analysis (Cluster / Basket), Credit Risk Analysis, Credit Scorecard Development, Price Optimisation, Customer Lifetime Value Analysis, Next Best Offer Analysis, Significance Testing, Decision Trees, Neural Networks etc.
To apply for this position please click on the 'Apply Now' button below or send you're resume and cover note to ben@correlateresources.com",Correlate Resources,Contract/Temp,Consulting & Strategy,data-analyst,"CBD, Inner West & Eastern Suburbs",Senior Customer Data Analyst (SQL) - CONTRACT,https://www.seek.com.au/job/34352085
775,Sydney,2017-09-07T04:25:25Z,"BUSINESS / DATA ANALYST (S48)
FINANCIALS AND LOYALTY REWARDS
TRANSFORMATION, 3 or 6  MONTH CONTRACTS
FinXL IT Professional Services is an established innovative Australian company providing technology enabled business solutions and consulting services across a number of industries including Telecommunications, Commercial, Government and Finance.
FinXL are looking to engage a number of Business Analysts with strong Data Analysis skills for business and consulting services for our high-profile clients
The role of the Business Analyst is to provide business analysis skills to support the effective implementation of changes to business processes and systems and ensuring that business solutions achieve the outcomes defined by business requirements. 
The following are areas of responsibility for the Business Analyst
Elicit requirements using interviews, document analysis, requirements workshops, surveys, business process descriptions, use cases, scenarios, business analysis, task and workflow analysis, and develop requirements specifications according to standard templates.
Critically evaluate information gathered from multiple sources, reconcile conflicts and distinguish user requests from the underlying true needs.
Assist in defining the vision and scope of assigned projects in alignment with project timelines and budget.
Liaise closely with the Project Manager regarding prioritisation and estimation of levels of effort, and risk and cost of implementation.
Identify issues and risks, ensuring that they are appropriately captured raised and actioned.
Develop requirement specifications, functional specifications and process models.
Assist with business case preparation.
Maintain functional relationships with all stakeholders in order to gather information, understand stakeholder interests
Skills and Experience required
Strong Data Analysis skills, exposure to large organisational client data or financials is ideal
Exposure to a Loyalty Engagement and Rewards program is a bonus
Advanced analytical, conceptual and problem solving skills.
Excellent organisation skills, specifically in the area of process management and documentation.
Excellent communications skills, both in terms of written (documentation) and verbal (e.g. facilitating workshops).",FinXL IT Professional Services,Contract/Temp,Information & Communication Technology,data-analyst,"CBD, Inner West & Eastern Suburbs",BUSINESS DATA ANALYST,https://www.seek.com.au/job/34348761
776,Sydney,2017-09-07T03:41:12Z,"Now recruiting for a Campaign Analyst with strong SQL skills, to support internal teams in their fundraising and marketing objectives, and supporting the organisation in increasing the relevance of Cancer Council's brand to the NSW population!
Immediate start
Cancer Council NSW is an independent, community funded not for profit with a purpose. Our purpose is to beat cancer.  What's our point of difference?  We look at all aspects of cancer from research right through to support.  Revenue generated, flows right back into research, advocacy, prevention and support. Sound like a team you want to be part of?
As part of our wider Fundraising Division, the Data Analytics Unit (DAU) is made up of two teams, Analytics Team and Campaigns Team, and manage the analysis, extracts and data strategy that underpins our success in direct marketing and events fundraising, and also undertakes analysis and data interpretation for other parts of the organisation.
This positon supports the end-to-end process of extracting reports and data for communication purposes including:
Business requirements analysis
Data investigation
Query building
Data preparation
Segmentation analysis and strategy
Post fundraising/marketing campaign analysis
Contact history maintenance
How?
In this 12mth contract, based in our Woolloomooloo office, reporting to the Campaigns Team Manager, you will work as part of the data campaigns team, and you will:
Liaise with a range of internal stakeholders and satisfy their data extract requirements with a high degree of service.
Develop and refine data selections, build and check extracts and manipulate data in preparation for bulk communications.
Advise on best practice when using data and prepare de-duplication, data manipulation and mailing instructions for external service providers.
Carry out post campaign analysis, including A/B testing analysis to report KPIs and distribute learning for future campaigns
Develop, enhance and maintain procedure documentation.
Perform data mining to create ad hoc reports, answer miscellaneous queries or advise on improvements to data quality and structure.
Continually review procedures to ensure accuracy, validity and maximize efficiency.
What will set you up for success?
Providing data analysis for multiple marketing campaigns at any given time will require exceptional project management and time management skills. Your collaborative approach, will be supported by:
Hands on experience in querying and extracting data across multiple, disparate and complex relational databases.
Exceptional communication skill both verbal and written with the ability to convert a descriptive brief into a data query/extract specification.
Intermediate SQL skills
An advanced understanding of how data is used for communication purposes, the process and the governing regulations / best practice guidelines.
Strong campaign management software skills, advanced Microsoft Excel skills, and a high level of experience in moving data between programs, manipulating data and analyzing large data files.
Strong project management skills to deliver multiple projects on time and work autonomously in a high-pressure, deadline driven environment.
Proven ability to assist with the development and successful implementation of consistent coding structures.
Please note internally this role is called Campaign Analyst
Next Step! Apply online by visiting our website directly, copying the following link www.cancercouncil.com.au/jobs then click on the role title Campaign Analyst – 12mth Contract and submit your cover letter and resume! With your application, please quote reference 'FUN DAU 0917 CA'
Applications close COB Thursday 14th September, 2017.
If you have any questions or need any additional information, please do not hesitate to call Bridget Mudford on (02) 9334 1436.",Cancer Council New South Wales,Contract/Temp,Marketing & Communications,data-analyst,"CBD, Inner West & Eastern Suburbs","Campaigns/Data Analyst – Leading NFP (Woolloomooloo, Sydney) – 12mth Contract",https://www.seek.com.au/job/34348008
777,Sydney,2017-09-06T07:01:12Z,"The Role
Working closely with both Finance and IT, this role will primarily focus on primarily providing weekly and monthly sales reporting and analysis for the business divisions. As the company uses multiple systems the role requires strong data manipulation skills and the ability to coordinate with various stakeholders across the business and external suppliers. 

Your profile  
Excellent analytical and problem solving skills
Ability to work with complex information requirements
Good time management skills and flexibility
Reporting design experience preferred
An accounting background/understanding is strongly preferred
Advanced Excel skills, ability to manipulate data using Power Query and create PowerPivot data models, measures and Data Visualisation
Basic SQL knowledge and willing to develop data extracting skills
Attention to detail and persistence
How to Apply 
Please send your resume by clicking on ""apply"" button below or for further information contact Rory Edward on 02 8089 1405.",FourQuarters Recruitment,Full Time,Accounting,data-analyst,"CBD, Inner West & Eastern Suburbs",Data Analyst,https://www.seek.com.au/job/34341227
778,Sydney,2017-09-06T05:35:44Z,"Tier 1 client seeking experienced Data Analyst with strong data mining background. Be involved in the planning of labour and resource management for the next 2 years. As this is a high profile project you will comfortable presenting ""telling stories with data"" to senior executive team/board level management.

Role:
Initial 6 month contract with the view to extend and possible permanent opportunity
Present ""Story Telling"" of data to Senior Executive Team/Board Level Management
Working with summarising 100s of excel files
Develop optimal labour mix across multiple divisions
Technology stack and experience required:
Minimum 5 years Data Analyst/Data Mining experience
Big Data Background platforms (hadoop/cloudera)
SQL Development, Advance Excel
Visualisation/Reporting experience with Tableau and/or Crystal reports
Working with Data and Financial modelling within FMCG and/or Retail
Excellent communication both verbal and written
R programming ideal but not essential

Ideally we would prefer someone who is available immediately or can start within 2 weeks notice
  Please forward CV in WORD format ONLY",2XM Technology Pty Ltd,Contract/Temp,Information & Communication Technology,data-analyst,,Data Analyst - Data Mining,https://www.seek.com.au/job/34339662
781,Sydney,2017-09-05T00:14:09Z,"Data Analyst
Adactin is looking for a Data Analyst for 6 months contract with a Government Department at Sydney location.
Key responsibilities:
Manage data extraction, routine reporting, quality assurance and analysis of projects and initiatives
Applying critical thinking to complex datasets to identify and present findings from data beyond simple presenting of numbers
Design and establish databases; data analysis and routine reporting 
Conduct quantitative and qualitative analysis from various sources to inform briefings, submissions, policy papers and reports and to provide evidence-based advice and analysis as required
Communicate key findings of analysis with clear, concise and accurate written or verbal reports
Support activities which contribute to the development of data analytic capacity across the BBV&STI unit including preparation of templates, resources and guidelines, and communication of findings. 
                 Qualifications:                                                          
Relevant qualifications with biostatistics and/or epidemiology training, or equivalent level of related work experience. 
High level conceptual and analytical skills and alibility to interpret complex population health-related data in a health policy context. 
Experience in data analysis, including experience using SAS or a similar statistical program and reporting skills.
What you need to do now
If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or email it to silpa.guha@adactin.com.
Alternatively, if you would like more information on the role, please contact 0470 342 881 
 ",Adactin Group Pty. Ltd.,Contract/Temp,Consulting & Strategy,data-analyst,North Shore & Northern Beaches,Data Analyst,https://www.seek.com.au/job/34322981
